id,Chistes
3307,"El Leon rey de la selva hace un concurso de comedia, si alguien del publico no se reia mataban al participante  -sale la jirafa cuenta si chiste todoa se rien pero la tortuga se queda seria (la matan a la jirafa)  -sale la gacela lo mismo cuenta el chiste todos se rien menos la tortuga (matan a la gacela)  -sale el elefante lo mismo cuenta el chiste todos se rien menos la tortuga (matan al elefante)  -cuando le toca al jabali acaba el chiste todo asustado voltea a ver a la tortuga y empieza a mirar que esta se rie y dice YA LE ENTENDI AL CHISTE DE LA JIRAFA 🐢🐢🐢🐢🐢"
3308,Cómo se le dice a muchos negros en una pared blanca?  Un código de barras
3309,"Un esqueleto entra a un bar, pide una cerveza y un trapeador"
3310,"¿Qué es lo peor de tener una hija con cancer?  No lo se, ¿Qué?  ¡Que mientras te la cojes no la puedes jalar del pelo! ¡Eh, eh eh!"
3311,imagen de bob esponja triste pixelada
3312,Cómo se llama una lancha para emergencias médicas?  Una ambulancha
3313,"El veterinario dijo que sacrificaría mi perro por ser viejo, 2 semanas después investigando me di cuenta que su hija estaba poseída y sacrifico a mi perro para recuperarla..."
3314,Como se cae deku.....dekulo
3315,Por que el niño sin brazos no puedo abrazarte a sus papas ............ porque no tiene padres
3316,Había una familia tan pobre pero tan pobre que en su casa tenían los muebles dibujados en las paredes  Llegaron los ladrones y se los borraron
3317,por que las personas con sindrome de down no pueden ver fantasmas  porque son experiencias paranormales
3318,SI CAR ES COCHE Y MAN ES HOMBRE PORQUE MI TIA CARMEN ES UN TRASFORMER
3319,PROFE NO TENGO LAPIZ SE ME PERDIO - YA LE DIJISTE ATUS PADRES - NI LOCO HACE 3 MESES MI HERMANA PERDIO LA REGLA Y SE ARMO UN LIO
3320,habia con camion con choco doblo y cho-clo
3321,que pasa con un pokemon enfermado por ebola  umm nose como  EBOLUCIONA
3322,En qué se parecen una piedra a un lápiz?  Nada
3323,En qué se parecen un anillo a un borrador?  Nada
3324,En que se parece el humor negro y los niños con cáncer? En que ninguno envejece.
3325,En que se parecen las mujeres y las leyes? En que se pueden violar cuando quieras.
3326,"Saben lo que me regalaron al chico sin brazos por navidad? Unos guantes. Naa estoy jodiendo, no lo sabemos porque aún no lo abrió."
3327,"Cuando tu sobrino te dice que le gustan ""Los minions"". (foto de pene maquillado de minion)"
3328,"""Pan comido"" en Africa significa que va a ser fácil? O que va a ser difícil?"
3329,El 98% de los negros disfrutan del sexo en la ducha. El otro 2% aún no están en la cárcel.
3330,"Esto es una niña pequeña que le dice a su madre: - Mami, ¡quiero pipi!. Y la madre contesta: - ¿Otra vez?. Este ya es el cuarto vaso que te tomas..."
3331,"Las mujeres son como las dentaduras, si les das buena comida y te las cepillas a diario te duran toda la vida."
3332,Excusas estúpidas que ponen las mujeres para no tener sexo: -Me duele mucho la cabeza. -Estoy en mi periodo. -No por favor! No se quien eres!! -Solo tengo 12 años.
3333,Dicen que después de la muerte el pelo y las uñas siguen creciendo. Pero lo único que creció en el velatorio de mi hermana fue mi pene.
3334,En que se parecen las prostitutas y los semáforos? Que a media noche no les respeta nadie.
3335,"Hoy he soñado que mi pene hablaba, tenía voz de pito."
3336,En que se diferencia un globo y una mujer? En que el globo tiende a subir y la mujer sube a tender.
3337,"Ahora que lo pienso, con todo esto del COVID habrán disminuido las muertes por hambre en África. Entre que se mueren por COVID y se alimentan de los cadáveres han salido beneficia2"
3338,"-Doctor, que tal los análisis? Me muero por saberlo. -No, por saberlo no..."
3339,"-Papá, ¿Que estas haciéndo? -Se llama masturbación y tu lo harás pronto? -¿Por qué? -Porque se me está cansando el brazo."
3340,Que hace un huérfano haciéndose un selfie? Una foto familiar.
3341,Que separa los humanos de las personas? El mar Mediterráneo.
3342,En que se parecen las vegetarianas y los venezolanos? En que ninguno come carne.
3343,Sabéis porque los curas juegan al golf? Porqué esta lleno de hoyos pequeños.
3344,Los hombres juegan al suelo es lava y las mujeres juegan a lavar el suelo.
3345,"Me acaban de echar del trabajo, dicen que el trabajo no es un sitio para hacer bromas, que si los clientes no entendían las bromas... Pero bueno, hay mas tanatorios."
3346,Saben porque los niños de la calle maduran antes que los demás niños? Porque se envuelven en papel de periódico como los aguacates.
3347,"Argentinos: Nosotros tenemos a Messi, Di Maria, Kun... Vosotros que tenéis?? Españoles: Nosotros tenemos comida🤷🏼‍"
3348,Como sabes cuando un manco ha perdido su consolador. Cuando tiene el muñon lleno de mierda
3349,En que se parece una sirena y un transexual? En que los dos son mujeres con cola.
3350,"Ayer le di un iPhone, 500€ y un reloj de oro a una persona de la calle. No saben la felicidad que me dio cuando vi que la persona se guardó el arma."
3351,Me instalo Among Us. -Mato a 3 personas. -Empiezo a jugar Among Us.
3352,Una feminista es hasta mas inútil que un taxi en *Cars*.
3353,ABORTO  Pros: Matas a un niño. Contras: Dejas que una mujer decida.
3354,Que sale cuando procrean un negro y un pulpo? Ni puta idea pero seguro que recoje algodon que flipas.
3355,"- ¡Papá, estoy embarazada! - ¿¡QUÉ!? ¿¡CÓMO!? ¿¡CUÁNDO!? - Tranquilo, no es tuyo. _ ¡Ufffff...! Qué susto..."
3356,-Hay un incendio en una casa y dentro hay un bebé y un cachorrito. ¿A quién salvas? -A la economía.
3357,"Pfff me acaban de hacer la prueba del covid y no sé cómo aguantais lo de que te metan la cosa esa por el culo mientras te susurran ""puta"" al oído es super desagradable ojalá salga ya la vacuna."
3358,Sabéis porqué todos los negros que vemos son rápidos? Porque los lentos están en la cárcel.
3359,"En la vida hay dos tipos de hombres, los machistas y los que limpian, friegan y hacen todas esas cosas que hacen las mujeres."
3360,"Un hombre y una mujer se pegan un tiro en la cabeza, quien sobrevive? La mujer, porque es muy difícil que la bala acierte en el cerebro."
3361,"Como llamaríais a una mascota sim patas? Da igual como la llaméis, no va a venir."
3362,Si todos los violadores estuvieran en la cárcel quien daría la misa??
3363,"El humor negro son como las extremidades de los humanos, algunos los tienen y algunos no."
3364,Como se llama alguien que come 3 veces en Venezuela? Turista.
3365,Sabéis porqué las feministas no pueden ser militares? Porque abortarian todas las misiones.
3366,Sabéis porque la niña sin brazos no puede abrazar a sus padres? Porque no tiene padres.
3367,Que son 4 negros en un coche rojo? Kit Kat
3368,En que se parece una barbacoa y una mujer? En que las dos se ponen en 4 patas para calentar salchichas.
3369,Sabéis porque ponen aire acondicionado en los hospitales? Para mantener frescos a los vegetales.
3370,Que tiene 100 patas y no camina? 50 paralíticos.
3371,En que se diferencian las patatas Lays y George Floyd? En que las patatas tienen aire
3372,Porqué el año de los huérfanos tiene 363 dias en vez de 365? Porque no celebran el dia del padre ni el de la madre.
3373,"Si me dan a elegir entre matar a mi abuela o a la persona con la que perdí mi virginidad, tendré que elegir ai abuela ya que perdi mi virginidad con ella."
3374,En que se diferencia Newton y el bebé que tengo en el garaje? Que Newton murió virgen.
3375,Que es lo mas largo de una mujer? La escoba.
3376,"Ocurre un asesinato y hay 3 sospechosos: Papá Noel, una mujer inteligente y un anciano. Quien ha sido el culpable? El anciano, porque los otros dos no existen."
3377,"Mi novia me ha dicho que le caliente la comida, creo que me he pasado un poco porqué se ha quemado con el biberón."
3378,En que se diferencia Drácula y un gay. Que Drácula chupa sangre y un gay chupa pol*as.
3379,Que hace una feminista cargando? Se esta clonando.
3380,Me han apodado Covid-19 por el simple hecho de haber matado un par de abuelas.
3381,"Me acabo de enterar que las palomas mueren después de tener sexo. O bueno, al menos eso lo pasó a mi paloma después de follarmela"
3382,"Lo géneros son como las torres gemelas, antes eran dos pero ahora es un tema sensible."
3383,"Me expulsaron de clase por besar a mi novia. Igual, no me gustaba trabajar en esa guardería."
3384,Sabéis porqué los gays no ven fantasmas? Porque los fantasmas son paranormales.
3385,"-¿Papá viste el reloj del señor que acaba de pasar?  -No hijo, no lo vi, ¿Por qué?  -Preguntame la hora"
3386,Le pregunté a mi novia cuanto es 4 por 5 y me contestó 8. Le pregunté el resultado no su edad.
3387,"-Mamá, la luz se come? -No, porque? -Porque papá le ha dicho a la vecina: ""Apaga la luz y metetela en la boca""."
3388,"uando una feminista te saca un cuchillo para atacarte, pero tu le pones un chorizo y pan delante y por instinto te prepara un sándwich"
3389,Tener tetas porque estas gorda es como decir que yo la tengo grande porque ella tiene 5 años.
3390,En que se diferencia mi tio con el cura de mi pueblo? En nada porque los dos me piden que me arrodille los domingos.
3391,Sabéis cual es el corte de pelo mas caro? La quimioterapia.
3392,"-Hijo acabas de mirar otra vez porno en mi ordenador? -Si pero como sabes eso papá? Si limpié el historial. -El historial si, pero la pantalla no."
3393,Cuando confundes la sal con el azúcar y te acabas follando a tu abuela.
3394,Un dato curiosos es que las personas zurdas escriben más rápido que las personas sin brazos.
3395,"-Pedro, tu que quieres ser de mayor? -Yo policía. -Aahh muy bien, y tu Jaimito? Que quieres ser de mayor? -Yo quiero tener una puta y ser un millonario para comprarle todo lo que ella quiera. -Ahh bueno. Y tu Maria? Que quieres ser? -Yo quiero ser la puta de Jaimito."
3396,"El otro dia, dando un paseo me encontré a unos vagabundos peleándose con unos cartones, rápidamente me cambié de acera ,no quería interrumpir la pelea de almohadas."
3397,"Han cambiado el nombre del ""Call of Duty"" en Iran, ahora se llama ""Los Sims"""
3398,ue son 1000 negros ahogándose? Pocos.
3399,Que haces cuando ves un negro desangrarse en la calle? Dejar de reír y pegarle otro tiro.
3400,"Hoy me levanté con ganas de quemar calorías. ""Bin Laden"""
3401,"Los negros no deberían competir en las olimpiadas, tienen ventaja ya que corren más rápido que las personas."
3402,Que estaria haciendo Franco si ahora mismo estuviera vivo? Arañar su ataúd.
3403,"Un niño blanco le dice a su amigo negro: -Yo en mi casa como a la carta, siempre pido lo que me da la gana. El negro le contesta: -En la mia también comemos a la carta, quien saca la mas grande come ese dia."
3404,"Mi novia estaba muy triste porque se le murió el perro y yo para alegrarla le compré uno igual y cuando lo vio me empezó a gritar diciendo ""Que cojones voy a hacer con dos perros muertos"""
3405,"Ojalá la hierba de mi jardín tendría depresión, así de cortaría sola."
3406,He llamado a mi camello para preguntarle que si hoy hace descuento por el Black Friday...y se ha oído reír hasta a los polis que le tienen pinchado el teléfono
3407,"Estaba cavando en el jardín de mi casa y encontré un cofre lleno de monedas y de diamantes. Pensé en ir a contárselo a mi mujer, pero luego recordé porque estaba cavando."
3408,Cuando estas haciendo una barbacoa y el carbón empieza a correr.
3409,"Mi hija ha llegado a una edad en la que habla sobre sexo ,hoy por ejemplo me ha dicho: -Esto es lo mejor que puedes hacer?"
3410,Sabéis porqué los negros huelen mal? Para que los ciegos tambien los puedan odiar.
3411,"-Papá, papá, puedo balancearme con mi hermano? -No hasta que sepamos quien lo ahorcó."
3412,"Si Halloween ya se ha acabado, porque mi vecino sigue ahorcado en un árbol?"
3413,"Quien es mejor en la cocina? El hombre, porque con una banana, 2 huevos y un poco de leche te llena la barriga durante 9 meses."
3414,"-Mama, puedo salir? -Pideselo a tu padre. -Pero si no tengo padre. -Ni permiso tampoco JAJA."
3415,"Yo incineré a mi padre y os recomiendo no hacerlo ,sobretodo por lo mucho que chillaba."
3416,"Me dijeron que el semen tiene 3 tipos de vitaminas (A ,B y E13) ,bueno a mi me lo dijeron pero yo no me lo trago."
3417,Un momento incómodo fue cuando mi mejor amiga me abrazó llorando contándome que le pusieron los cuernos y notó mi erección..
3418,"Esa es de las personas que tiran la piedra y esconden la mano. Pues... para un leproso sería al revés, ellos tiran la mano y esconden la piedra."
3419,"-Ostia tio, este perro parece un gato. -Esque es un gato. -Pues parece un perro."
3420,En que se diferencia Julen y las feminazis? Que Julen esta muerto y ellas deberían estarlo.
3421,"-Cuelga tu primero. -No tuu. -Noo tuuu. -Venga va, los dos a la vez. -Vale va, 1,2 y... (imagen de personas muertas por ahorcamiento)"
3422,Va un tío y le dice al leproso: -Se te ha caído la oreja. -Qué?
3423,Viejo pero bueno⬇️ De qué color era el coche de Paul Walker? Negro estampado.
3424,"-Doctor, ¿tendré cura? -Por supuesto, cura, misa y funeral."
3425,Quien escala las torres gemelas? Spiderman Quien las sobrevuela? Superman Quien las atraviesa? Musulman
3426,Como haces para que un bebé deje de correr en círculos? Clavándole la otra mano al suelo
3427,En que se parece un negro y una bici? En la cadena.
3428,-Ayer le compré un collar muy bonito a mi mujer. -Ah si? Yo ahun la tengo suelta.
3429,Que botella se lleva una mujer a una fiesta? La de Fairy.
3430,En que se diferencia un camión de negros y uno de mierda? En la matrícula.
3431,"-Hijo, hecha la primitiva. -Abuela, a la calle."
3432,Lo mejor de Disneyland es ver la ilusión en los ojos de los niños y la sorpresa cuando se dan cuenta de que dentro del disfraz de Mickey estoy yo masturbándome.
3433,"-Oye amor ,que prefieres pizza o helado? -Helado. -Pues la he cagado. -Que pasa ,has comprado pizza? -No, me he follado a tu hermana."
3434,Estoy completamente seguro de que lo que os cabrea es que no pilláis los chistes
3435,"Van dos negros, un rumano y un moro en un coche. Quien conduce? La policia"
3436,En que se diferencia una foca de una mujer?  En que una tiene bigote y grasa y la otra vive en el mar.
